condition_concept_id,concept_name
381288,"Bullous retinoschisis"
434467,"Ostium secundum type atrial septal defect"
380711,"Hyaline dystrophy of Bruch's membrane"
439525,"Reattached extremity complications"
134308,"Carcinoma in situ of skin of lower limb"
77139,"Open wound of finger without complication"
133228,"Dental caries"
77960,"Joint finding"
139766,"Carcinoma in situ of scalp and skin of neck"
377560,"Internal hordeolum"
373474,Diplopia
438748,"Paving stone retinal degeneration"
436967,"Juxtapapillary focal choroiditis AND chorioretinitis"
437021,"Acute duodenal ulcer with hemorrhage, with perforation AND with obstruction"
141056,"Acute ethmoidal sinusitis"
134597,"Chronic leukemia in remission"
193144,"Secondary malignant neoplasm of adrenal gland"
198187,"Acute peptic ulcer without hemorrhage, without perforation AND without obstruction"
261883,"Empyema with fistula"
40493238,"Sector visual field defect"
40490497,"Arthritis of hand"
4100425,"Merkel cell carcinoma"
74194,"Sprain of spinal ligament"
378679,"Acute poliomyelitis"
437306,"Transient global amnesia"
372907,"Scarred macula"
436706,"Acute myocardial infarction of lateral wall"
434896,"Benign neoplasm of skin of upper limb and shoulder"
374641,"Round hole of retina without detachment"
377571,"Acquired stenosis of external ear canal secondary to trauma"
374366,"Sensorineural hearing loss"
4314161,"Migraine without aura, not refractory"
443619,"Refractory migraine variants"
439199,"Open wound without complication"
439851,"Chronic adenoiditis"
381549,"Migraine with aura"
438126,"Amphetamine abuse, continuous"
438120,"Opioid dependence"
442914,"Drug dependence in the puerperium - baby delivered"
443430,"HPV - Human papillomavirus test positive"
75756,"Malignant neoplasm of posterior wall of urinary bladder"
438576,"Open fracture of ulna"
372610,"Postconcussion syndrome"
4016356,"Typhoid carrier"
27137,"Open wound in mouth with complication"
133468,"Disorder of extremity"
80488,"Arthropathy associated with a hypersensitivity reaction"
77631,"Localized, secondary osteoarthritis of the shoulder region"
373487,"Ischemic optic neuropathy"
74126,"Protrusio acetabuli of the pelvic region and thigh"
74772,"Open fracture of carpal bone"
78888,"Open fracture of ankle"
74731,"Hypertrophic osteoarthropathy"
79903,"Effusion of joint"
193814,"Chronic parametritis and pelvic cellulitis"
135349,"Compartment syndrome of upper limb"
28716,"Benign neoplasm of aortic body"
72995,"Contracture of joint of hand"
79069,"Disorder of rectum"
201059,"Hypertrophic gastritis"
134404,"Anal spasm"
72418,"Scoliosis deformity of spine"
4116926,"Traumatic arthropathy-elbow"
441555,"Retinal telangiectasia"
40441585,"Stress fracture"
376660,"Neoplasm of uncertain behavior of nervous system"
313791,"Bundle branch block"
133002,"Acute osteomyelitis"
376969,"Orofacial dyskinesia"
444453,"Benign neoplasm of soft tissues of lower limb"
4057037,"Pelvic girdle and lower limb multiple nerve injuries"
443725,"Disease due to Parapoxvirus"
4115673,"Transient arthropathy of elbow joint"
375815,"Bullous keratopathy"
434654,"Deformity of orbit"
377285,"Mature cataract"
75865,"Disorder of the urinary system"
79916,"Acquired hallux rigidus"
199839,"External hemorrhoids without complication"
196455,"Hepatorenal syndrome"
141498,"Cutaneous infectious disease due to Mycobacteria"
320116,"Acute pericarditis"
201344,"Intestinovesical fistula"
198246,"Congenital hiatus hernia"
441540,"Reactive confusion"
436829,"Closed fracture of mandible, angle of jaw"
435235,"Chronic latent schizophrenia"
378774,"Moyamoya disease"
440431,"Mycoplasma pneumonia"
435849,"Parietoalveolar pneumopathy"
443074,"Coracohumeral sprain"
432598,"Subchronic schizophrenia with acute exacerbations"
382034,"Injury of sciatic nerve"
378394,"Vitamin A deficiency with night blindness"
436947,"Disorganized schizophrenia in remission"
441544,"Specific nonpsychotic mental disorders following organic brain damage"
432451,"Abnormal results function studies of central nervous system"
435534,"Nondependent alcohol abuse, continuous"
432590,"Delusional disorder"
372608,"Amnestic disorder"
436077,"Developmental delay"
318784,"Varicose veins of lower extremity with ulcer"
434926,Iridocyclitis
434012,"Developmental dyslexia"
434766,"Open supracondylar fracture of humerus"
434616,"Hemoglobinuria due to hemolysis from external causes"
79061,"Slow transit constipation"
133691,Meningococcemia
80141,"Functional diarrhea"
4193869,"Bacterial intestinal infectious disease"
441269,"Autoimmune hemolytic anemia"
4029488,"Hepatic encephalopathy"
4293175,"Mental state, behavior and/or psychosocial function finding"
441276,"Nondependent alcohol abuse in remission"
443428,"Torus fracture of radius"
438737,"Acute paranoid reaction"
40489912,"Sepsis due to Streptococcus pneumoniae"
441593,"Arteriovenous fistula of pulmonary vessels"
438727,"Atypical depressive disorder"
73781,"Bilateral loss of labyrinthine reactivity"
197331,"Disorder of urinary tract"
261326,"Viral pneumonia"
438365,Phaeohyphomycosis
4201390,"Colostomy present"
444413,"Febrile convulsion"
4015718,"Diphtheria carrier"
442750,"Calculus of bile duct with acute cholecystitis without obstruction"
321526,"Monocytic leukemia"
316356,"Hodgkin's disease of lymph nodes of multiple sites"
377563,"Ring corneal ulcer"
194071,Pylorospasm
141816,"Acute lymphoid leukemia in remission"
73036,"Closed fracture of olecranon process of ulna"
76725,"Anal fissure"
440693,"Continuous opioid dependence"
434016,"Nondependent opioid abuse, continuous"
381686,"Persistent vegetative state"
40480033,"Pneumonia due to Staphylococcus aureus"
439941,"Closed fracture of condyle of humerus"
439716,"Active cochlear M̩ni̬re's disease"
438114,"Vitamin A deficiency"
195480,"Primary malignant neoplasm of renal pelvis"
75620,"Traumatic arthropathy of the ankle and/or foot"
201901,"Abscess of liver"
140663,"Hodgkin's paragranuloma of lymph nodes of multiple sites"
140949,"Infestation by Sarcoptes scabiei var hominis"
320798,Parapsoriasis
379010,"Epiretinal membrane"
377279,"Profound impairment, one eye"
375549,"Double pterygium"
381033,Aphakia
375285,"Monocular esotropia"
374924,"Generalized convulsive epilepsy"
373766,"Retinopathy of prematurity"
439770,"Ketoacidosis in type 1 diabetes mellitus"
437401,"Open fracture of tibia and fibula, shaft"
317248,"Disorder of hematopoietic structure"
437082,"Ankylosing spondylitis"
321590,"Right bundle branch block AND left posterior fascicular block"
80187,"Medial epicondylitis"
135029,"Peeling of skin"
135157,"Finding of cardiovascular device"
441848,"Cranial nerve disorder"
4215568,"Sensory disturbance in limb"
4165067,Demoralization
4068237,"Pyogenic arthritis of ankle"
40485405,"Chondrocalcinosis of joint of hand"
437836,"Secondary hyperaldosteronism"
40493415,"Sepsis due to Serratia"
78593,"Open wound of wrist without complication"
135030,"Discoloration of skin"
138389,"Benign neoplasm of scalp and skin of neck"
74737,"Aneurysmal bone cyst"
312358,"Chronic glomerulonephritis"
198991,"Benign tumor of peritoneum and retroperitoneum"
375268,"Mechanical lagophthalmos"
379813,"Mechanical ectropion"
437523,"Dependent personality disorder"
379822,"Cyst of eyelid"
74724,"Transient arthropathy of multiple sites"
193170,"Renal glycosuria"
40482655,"Arteriosclerosis of nonautologous coronary artery bypass graft"
4101660,"Amputated below knee"
444426,"Open wound of foot except toes without complication"
444093,"Patient status finding"
4333977,"Acquired anophthalmos"
4308391,"Mechanical complication of intraocular lens"
198802,"Occlusion of ureter"
435459,"Staphylococcal infectious disease"
433678,"Infection of central venous catheter"
433783,"Pulmonary artery aneurysm"
438778,"Aneurysm of artery of upper extremity"
141004,"Lesion of radial nerve"
77348,"Arthropathy associated with viral disease"
192680,"Portal hypertension"
40489907,"Sepsis due to Staphylococcus aureus"
4168553,"Electroencephalogram abnormal"
442011,"Mechanical complication due to cardiac pacemaker electrode"
4066036,"Gastroduodenal fistula"
194382,"External hemorrhoids"
200461,"Endometriosis of uterus"
4079499,"Convalescence after radiotherapy"
40480668,"Chronic inflammatory demyelinating polyneuropathy"
442181,"Secondary malignant neoplasm of lymph nodes of neck"
192952,"Hernia, with gangrene"
135772,Goiter
257755,"Complication of transplanted lung"
139841,"Chronic frontal sinusitis"
138502,Vitiligo
132932,"Chronic ethmoidal sinusitis"
4182210,Dementia
4200655,"Urostomy present"
40479589,"Takotsubo cardiomyopathy"
4283219,"Severe bipolar II disorder, most recent episode major depressive, in partial remission"
440083,"Acute stress disorder"
81101,"Ankylosis of joint of hand"
133566,"Necrotizing fasciitis"
374835,"Anoxic brain damage during AND/OR resulting from a procedure"
373772,"Vitreoretinal dystrophy"
377559,"Vernal conjunctivitis"
375258,Photokeratitis
380403,"External hordeolum"
137967,"Muscle, ligament and fascia disorders"
23806,"Atrophy of salivary gland"
438146,"Nerve fiber bundle defect"
444109,"Vitamin A deficiency with xerophthalmic scars of cornea"
378144,"Disorder of basal ganglia"
253482,"Cortical blindness"
201478,"Traumatic shock"
25572,"Disorder of salivary gland"
194393,"Celiac artery compression syndrome"
442792,"Pes anserinus bursitis"
4307254,"Closed fracture"
141508,"Dermatophytosis of scalp or beard"
372654,"Paralytic syndrome as late effect of stroke"
4344397,"Elbow pathological dislocation"
80262,"Burn erythema of multiple sites of upper limb"
73297,"Resolving infantile idiopathic scoliosis"
195403,"Burn with deep necrosis of underlying tissues with loss of body part"
142032,"Second degree burn of lower leg"
141797,"Black piedra"
376434,"Oval window fistula"
376981,Amblyopia
132584,"Thyroid hemorrhage and infarction"
76273,"Open wound of shoulder region without complication"
30365,Panhypopituitarism
136184,"Pruritus of skin"
4012208,"General nervous symptoms"
375546,"Combined nonsenile cataract"
437240,"Carcinoma in situ of skin of upper limb and shoulder"
40481376,"Complete tetraplegia due to lesion at C5-C7 level"
441838,"Personality disorder"
4042836,"Disorder of head"
4093673,"Wrist stiff"
4016359,"Streptococcus carrier"
375557,"Cerebral embolism"
376394,"Menstrual migraine"
443431,"Disorder of menstruation"
197378,"Overflow incontinence of urine"
199151,"Must strain to pass urine"
194696,Dysmenorrhea
72985,"Arthropathy of the ankle and/or foot associated with helminthiasis"
81723,"Contusion of hand"
261687,Hemoptysis
444371,"Abrasion and/or friction burn of finger without infection"
376102,"Partial recent retinal detachment with single defect"
437540,"Central retinal artery occlusion"
441800,"Primary malignant neoplasm of descending colon"
4229403,"Flat anterior chamber of eye"
73017,"Congenital anomaly of toe"
76191,"Disorder of upper arm"
192422,"Acquired deformity of pelvis"
197857,"Autonomic facial cephalgia"
193250,"Gastric hemorrhage"
201240,"Secondary malignant neoplasm of female genital organ"
374650,"Cicatricial entropion"
435541,"Generalized disseminated choroiditis AND chorioretinitis"
439246,"Mixed bipolar affective disorder, severe, with psychosis"
440359,"Androgen resistance syndrome"
435914,"Metatarsus varus"
442427,"Cervical post-laminectomy syndrome"
379817,"Calcareous degeneration of cornea"
196461,"Bilateral recurrent femoral hernia with obstruction but no gangrene"
192275,"Alpha-1-antitrypsin deficiency"
313236,"Cough variant asthma"
135722,"Chronic infection of amputation stump"
440499,"Villonodular synovitis of the upper arm"
440256,"Open wound of multiple sites of shoulder AND/OR upper arm with tendon involvement"
433415,"Candidal endocarditis"
377830,"Alcohol withdrawal delirium"
432248,"Opportunistic mycosis"
437629,"Chondrocalcinosis due to dicalcium phosphate crystals"
4192735,"Furuncle of head, except face"
442766,"Malignant hypertensive renal disease"
4080568,"Problem behavior"
443551,"Apraxia due to cerebrovascular accident"
437892,"Lown-Ganong-Levine syndrome"
4122735,"Placenta healthy"
201337,"Disorder of bladder"
4261933,"Estrogen receptor negative neoplasm"
4262178,"Neurogenic dysfunction of the urinary bladder"
4089656,"Malignant tumor of lower third of esophagus"
442101,"Vitamin A deficiency with corneal ulceration AND xerosis"
443727,"Diabetic ketoacidosis"
193249,"Acute hemorrhagic gastritis"
73855,"Arrest of bone development AND/OR growth"
375249,"Traction detachment of retina"
321822,"Peripheral circulatory disorder associated with diabetes mellitus"
372891,"Microcystoid retinal degeneration"
376683,"Nonproliferative diabetic retinopathy"
373200,"Chronic mycotic otitis externa"
433134,Histoplasmosis
376964,"Partial recent retinal detachment with giant tear"
437249,"Recurrent manic episodes"
375550,"Senile corneal changes"
435094,"Open fracture of femur, distal end"
132862,"Carcinoma in situ of skin of trunk, excluding scrotum"
4084941,"Thrombosis of superior vena cava"
435577,"Leukoplakia of esophagus"
376679,"Progressive muscular atrophy"
43021852,"Malignant hypertensive chronic kidney disease"
434494,"Closed fracture of upper end of humerus"
436944,"Chronic paranoid schizophrenia"
195591,"Urethral overactivity"
78473,"Solitary cyst of breast"
73300,"Radial styloid tenosynovitis"
140487,"Dermatitis herpetiformis"
77115,"Multiple open fractures of pelvis with disruption of pelvic circle"
77952,"Loose body in joint of upper arm"
40483585,"Epilepsy characterized by intractable complex partial seizures"
4116351,"Carcinoma in situ of ear"
432595,Amyloidosis
376979,"Diabetic cataract"
432619,"Angioid streaks of choroid"
133974,"Overlapping malignant neoplasm of skin"
195401,"Contusion of hip"
199754,"Primary malignant neoplasm of pancreas"
381287,"Retained magnetic foreign body in lens"
437267,"Peripheral retinal degeneration"
320749,"Polyarteritis nodosa"
436253,"Sprain of foot"
439025,Dacryocystitis
40482685,"Angiodysplasia of duodenum"
40481303,Aphonia
433979,"Benign tumor of respiratory and intrathoracic organ"
74188,"Closed fracture of rib"
441012,"Primary cyst of pars plana"
377849,"Retinal deposits"
436658,"Vitamin deficiency"
373213,"Deficiency of saccadic eye movements"
443757,"Cellulitis of pharynx"
443740,"Corneal endothelial dystrophy"
443248,"Open fracture of cervical spine"
438527,"Juvenile osteochondrosis of lower extremity, excluding foot"
441063,"Acute gastrojejunal ulcer with hemorrhage AND obstruction"
